"N5520","02-06-2020 18:08:16","1800","16","1256","HPNWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4D98","BC542FD9609D"
"N5521","02-06-2020 16:47:53","1800","8","512","1RLWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A475A","C858C0A96BEA"
"N5522","02-06-2020 16:37:43","1800","8","512","2RLWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C8E","C858C0A96BE5"
"N5523","02-06-2020 17:15:33","1800","8","512","3RLWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C86","C858C0A964D8"
"N5524","02-06-2020 16:43:08","1800","8","512","4RLWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C7A","C858C0A96BF4"
"N5525","02-06-2020 16:46:55","1800","8","512","25MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C60","C858C0A96BDB"
"N5526","03-06-2020 14:15:52","1800","8","512","35MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C72","C858C0A96BAE"
"N5527","03-06-2020 16:19:24","1800","8","512","36MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4B9C","C858C0B14F40"
"N5528","03-06-2020 16:03:43","1800","8","543","45MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C7C","C858C0AA599C"
"N5529","03-06-2020 14:14:57","1800","8","512","46MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4BA0","C858C0B14F36"
"N5530","03-06-2020 16:48:48","1800","8","512","55MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A47AC","C858C0AA59A6"
"N5531","03-06-2020 17:01:55","1800","8","512","56MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4D14","C858C0B153D2"
"N5532","03-06-2020 16:50:57","1800","8","512","75MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C84","C858C0A96C2B"
"N5533","03-06-2020 16:50:54","1800","8","512","85MWWZ2","Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz","70B5E88A4C7E","C858C0A96BD6"
